Fighter_name,Result,Record,Opponent,Method,Event,Date,Round,Time
Brad Imes,Win,2–0,Lace Pele,Submission (punches),WEC 13: Heavyweight Explosion,"January 22, 2005",1,2:04
Brad Imes,Win,1–0,Jeremy Freitag,Decision (split),WEC 12,"October 21, 2004",3,5:00
Josh Haynes,Loss,17–11,Eliot Marshall,Decision (unanimous),ROF 39 - Summer Brawl 2,"August 27, 2010",3,5:00
Josh Haynes,Win,17–10,Rafael del Real,Decision (split),WarGods/Ken Shamrock Productions: Valentine's Eve Massacre,"February 13, 2009",3,5:00
Josh Haynes,Win,16–10,Sean Salmon,Submission (achilles lock),SuperFights MMA - Night of Combat 2,"October 11, 2008",2,2:49
Josh Haynes,Loss,15–10,Mojo Horne,Decision (unanimous),MMA BigShow,"May 10, 2008",3,5:00
Josh Haynes,Win,15–9,Leopoldo Serao,Decision (unanimous),IFL – Las Vegas,"February 29, 2008",3,5:00
Josh Haynes,Loss,14–9,Cedric Marks,KO (strikes),XFC Battlegrounds,"November 10, 2007",3,
Josh Haynes,Win,14–8,Steve Heath,KO,WC – Warrior Cup,"October 12, 2007",1,N/A
Josh Haynes,Win,13–8,John Cornett,KO (punch),IFO: Kimmons vs. Yunker,"September 21, 2007",3,2:37
Josh Haynes,Loss,12–8,Luke Cummo,KO (punch),UFC 69,"April 7, 2007",2,2:45
Josh Haynes,Loss,12–7,Rory Singer,Decision (unanimous),Ortiz vs. Shamrock 3: The Final Chapter,"October 10, 2006",3,5:00
Josh Haynes,Loss,12–6,Michael Bisping,TKO (strikes),The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006",2,4:14
Josh Haynes,Win,12–5,Seth Kleinbeck,Submission (rear naked choke),FFC 15 – Fiesta Las Vegas,"September 14, 2005",2,1:16
Josh Haynes,Loss,11–5,Shonie Carter,Decision (unanimous),IFC – Rock N'Rumble,"July 30, 2005",3,5:00
Josh Haynes,Loss,11–4,Horace Spencer,TKO (referee stoppage),DB 14 – Desert Brawl 14,"July 23, 2005",1,
Josh Haynes,Win,11–3,Delon Williams,Submission (guillotine choke),SF 11 – Rumble at the Rose Garden,"July 9, 2005",2,2:39
Josh Haynes,Win,10–3,Marcos Oliveira,Submission (guillotine choke),XFC – Dome of Destruction 1,"April 29, 2005",1,3:21
Josh Haynes,Win,9–3,Carlos Garcia,TKO,UCF: Festival of Freaks,"April 9, 2005",N/A,
Josh Haynes,Win,8–3,Jake Villanueva,KO,UCF: Holiday Massacre,"December 18, 2004",N/A,
Josh Haynes,Loss,7–3,Vince Lucero,Submission (rear naked choke),LOTC – Lords of the Cage,"June 5, 2004",2,2:08
Josh Haynes,Loss,7–2,Jerry Vrbanovic,Decision,ROTR – Rage on the River,"April 17, 2004",3,3:00
Josh Haynes,Win,7–1,Kyle Kenny,Submission (guillotine choke),USA MMA – Extreme Cage Combat,"March 6, 2004",1,
Josh Haynes,Win,6–1,Dave Hagen,Submission,FCFF – Rumble at the Roseland 10,"December 13, 2003",1,0:32
Josh Haynes,Win,5–1,Trent Standing,TKO,FCFF – Rumble at the Roseland 9,"July 12, 2003",2,4:36
Josh Haynes,Win,4–1,Jim Pope,Submission (guillotine choke),URC 4 – Ultimate Ring Challenge,"March 29, 2003",1,0:34
Josh Haynes,Win,3–1,Jordan Ramos,TKO,Xtreme Ring Wars,"March 15, 2003",1,N/A
Josh Haynes,Win,2–1,Karl Pope,Submission,FCFF: Fight Night 2,"October 5, 2002",N/A,
Josh Haynes,Win,1–1,Josh Bennett,Submission,FCFF – Rumble at the Roseland 4,"August 10, 2002",2,0:43
Josh Haynes,Loss,0–1,Larry Vandervort,TKO,FCFF – Rumble at the Roseland 3,"May 11, 2002",N/A,
Hermes Franca,Loss,26–19 (1),Rafael da Silva Cordeiro,TKO (Punches),TSFBR 1 - Super Fight Brazil,"November 10, 2018",1,2:36
Hermes Franca,Win,26–18 (1),Roger Vieira,Submission (Guillotine Choke),TWC 5 - The Warriors Combat 5,"April 20, 2018",1,3:02
Hermes Franca,Loss,25–18 (1),Lionel Padilla Suarez,Decision (Unanimous),AFL 14 - Outbreak,"March 10, 2018",3,5:00
Hermes Franca,Win,25–17 (1),Fozil Nuralizoda,TKO (Doctor Stoppage),TFC 5 - Tajikistan Fighting Championship 5,"October 17, 2017",1,3:18
Hermes Franca,Win,24–17 (1),Eduardo Andrade,Decision (Unanimous),Aspera Fighting Championship 53,"June 10, 2017",3,5:00
Hermes Franca,Loss,23–17 (1),Zhang Lipeng,Decision (Unanimous),Kunlun Fight MMA 9,"February 17, 2017",3,5:00
Hermes Franca,Loss,23–16 (1),Fanil Rafikov,KO (punches),Akhmat Fight Show 12,"December 16, 2015",1,1:14
Hermes Franca,Loss,23–15 (1),James Silveira,TKO (punches),Action Fight 2,"November 28, 2015",2,2:11
Hermes Franca,Win,23–14 (1),Khasan Askhabov,Submission (guillotine choke),Battle in Grozny 5,"August 22, 2015",2,2:37
Hermes Franca,Loss,22–14 (1),Shamil Zavurov,KO (punch),Grozny Fights 3,"June 13, 2015",1,0:42
Hermes Franca,Loss,22–13 (1),Márcio Breno,KO (punches),Extreme Fighter: Nordeste,"August 28, 2014",1,0:34
Hermes Franca,Loss,22–12 (1),Thawa Ril,KO (punches),International Fighter Championship,"April 29, 2011",2,0:56
Hermes Franca,Win,22–11 (1),Josh Thorpe,Submission (rear-naked choke),Gladiator Cage Fights - Knockout Night 1,"April 23, 2011",1,1:36
Hermes Franca,Win,21–11 (1),Robert Washington,TKO (punches),MFC 29: Conquer,"April 8, 2011",2,0:26
Hermes Franca,Win,20–11 (1),Jorge Sarat,Submission (armbar),GForce Promotions: Bad Blood 5,"February 26, 2011",1,2:27
Hermes Franca,NC,19–11 (1),Ferrid Kheder,NC (overturned),Xtreme Vale Todo 5,"December 19, 2010",3,5:00
Hermes Franca,Loss,19–11,Moshe Kaitz,Decision (unanimous),Israel FC: Genesis,"November 9, 2010",3,5:00
Hermes Franca,Loss,19–10,Eric Wisely,Decision (unanimous),Scorpius Fighting Championships 1,"September 24, 2010",3,5:00
Hermes Franca,Loss,19–9,Eric Wisely,TKO (punches),Max Fights DM Ballroom Brawl IV,"January 8, 2010",1,2:03
Hermes Franca,Loss,19–8,Tyson Griffin,KO (punches),UFC 103,"September 19, 2009",2,3:26
Hermes Franca,Win,19–7,Marcus Aurélio,Decision (unanimous),UFC 90,"October 25, 2008",3,5:00
Hermes Franca,Loss,18–7,Frankie Edgar,Decision (unanimous),UFC Fight Night: Silva vs. Irvin,"July 19, 2008",3,5:00
Hermes Franca,Loss,18–6,Sean Sherk,Decision (unanimous),UFC 73,"July 7, 2007",5,5:00
Hermes Franca,Win,18–5,Spencer Fisher,TKO (punches),UFC Fight Night 8,"January 25, 2007",2,4:03
Hermes Franca,Win,17–5,Nate Diaz,Submission (armbar),WEC 24: Full Force,"October 12, 2006",2,2:46
Hermes Franca,Win,16–5,Jamie Varner,Submission (armbar),UFC 62: Liddell vs. Sobral,"August 26, 2006",3,3:31
Hermes Franca,Win,15–5,Joe Jordan,Submission (triangle choke),UFC 61: Bitter Rivals,"July 8, 2006",3,0:47
Hermes Franca,Win,14–5,Brandon Olsen,Submission (armbar),WEC 21: Tapout,"June 15, 2006",1,0:40
Hermes Franca,Win,13–5,Toby Imada,Submission (armbar),TC 14: Throwdown,"May 13, 2006",1,0:53
Hermes Franca,Win,12–5,Ryan Schultz,KO (punches),AFC 16: Absolute Fighting Championships 16,"April 22, 2006",1,3:30
Hermes Franca,Win,11–5,Gabe Ruediger,KO (punches),WEC 19: Undisputed,"March 17, 2006",1,0:36
Hermes Franca,Loss,10–5,Kotetsu Boku,Decision (majority),Hero's 3,"September 7, 2005",2,5:00
Hermes Franca,Loss,10–4,Ray Cooper,KO (punches),Shooto Hawaii: Unleashed,"March 25, 2005",1,2:57
Hermes Franca,Loss,10–3,Yves Edwards,Decision (split),Euphoria: USA vs World,"February 26, 2005",3,5:00
Hermes Franca,Win,10–2,Manny Reyes Jr.,KO (punches),AFC 10: Absolute Fighting Championships 10,"October 30, 2004",1,0:37
Hermes Franca,Win,9–2,Phil Johns,Submission (rear-naked choke),Euphoria: Road to the Titles,"October 15, 2004",1,0:47
Hermes Franca,Loss,8–2,Yves Edwards,Decision (split),UFC 47,"April 2, 2004",3,5:00
Hermes Franca,Loss,8–1,Josh Thomson,Decision (unanimous),UFC 46,"January 31, 2004",3,5:00
Hermes Franca,Win,8–0,Caol Uno,KO (punch),UFC 44,"September 26, 2003",2,2:46
Hermes Franca,Win,7–0,Richard Crunkilton,Decision (unanimous),UFC 42,"April 25, 2003",3,5:00
Hermes Franca,Win,6–0,Ryan Diaz,Submission (guillotine choke),HOOKnSHOOT: Absolute Fighting Championships,"December 13, 2002",1,4:23
Hermes Franca,Win,5–0,Anthony Hamlett,TKO (punches),HOOKnSHOOT: New Wind,"September 7, 2002",1,
Hermes Franca,Win,4–0,Yohei Suzuki,Submission (guillotine choke),HOOKnSHOOT: Relentless,"May 25, 2002",1,1:04
Hermes Franca,Win,3–0,Don Kaecher,Submission (armbar),WEF 12: World Extreme Fighting 12,"May 11, 2002",2,2:00
Hermes Franca,Win,2–0,Mike Willus,Submission (triangle choke),HOOKnSHOOT: Overdrive,"March 9, 2002",1,4:00
Hermes Franca,Win,1–0,Mike Brown,Submission (triangle choke),HOOKnSHOOT: Kings 1,"November 17, 2001",1,2:21
Quinton Jackson(UFC Champion),Win,38–13,Wanderlei Silva,TKO (punches),Bellator 206,"September 29, 2018",2,4:32
Quinton Jackson(UFC Champion),Loss,37–13,Chael Sonnen,Decision (unanimous),Bellator 192,"January 20, 2018",3,5:00
Quinton Jackson(UFC Champion),Loss,37–12,Muhammed Lawal,Decision (unanimous),Bellator 175,"March 31, 2017",3,5:00
Quinton Jackson(UFC Champion),Win,37–11,Satoshi Ishii,Decision (split),Bellator 157: Dynamite 2,"June 24, 2016",3,5:00
Quinton Jackson(UFC Champion),Win,36–11,Fábio Maldonado,Decision (unanimous),UFC 186,"April 25, 2015",3,5:00
Quinton Jackson(UFC Champion),Win,35–11,Muhammed Lawal,Decision (unanimous),Bellator 120,"May 17, 2014",3,5:00
Quinton Jackson(UFC Champion),Win,34–11,Christian M'Pumbu,KO (punches),Bellator 110,"February 28, 2014",1,4:34
Quinton Jackson(UFC Champion),Win,33–11,Joey Beltran,KO (punches),Bellator 108,"November 15, 2013",1,4:59
Quinton Jackson(UFC Champion),Loss,32–11,Glover Teixeira,Decision (unanimous),UFC on Fox: Johnson vs. Dodson,"January 26, 2013",3,5:00
Quinton Jackson(UFC Champion),Loss,32–10,Ryan Bader,Decision (unanimous),UFC 144,"February 26, 2012",3,5:00
Quinton Jackson(UFC Champion),Loss,32–9,Jon Jones,Submission (rear-naked choke),UFC 135,"September 24, 2011",4,1:14
Quinton Jackson(UFC Champion),Win,32–8,Matt Hamill,Decision (unanimous),UFC 130,"May 28, 2011",3,5:00
Quinton Jackson(UFC Champion),Win,31–8,Lyoto Machida,Decision (split),UFC 123,"November 20, 2010",3,5:00
Quinton Jackson(UFC Champion),Loss,30–8,Rashad Evans,Decision (unanimous),UFC 114,"May 29, 2010",3,5:00
Quinton Jackson(UFC Champion),Win,30–7,Keith Jardine,Decision (unanimous),UFC 96,"March 7, 2009",3,5:00
Quinton Jackson(UFC Champion),Win,29–7,Wanderlei Silva,KO (punch),UFC 92,"December 27, 2008",1,3:21
Quinton Jackson(UFC Champion),Loss,28–7,Forrest Griffin,Decision (unanimous),UFC 86,"July 5, 2008",5,5:00
Quinton Jackson(UFC Champion),Win,28–6,Dan Henderson,Decision (unanimous),UFC 75,"September 8, 2007",5,5:00
Quinton Jackson(UFC Champion),Win,27–6,Chuck Liddell,TKO (punches),UFC 71,"May 26, 2007",1,1:53
Quinton Jackson(UFC Champion),Win,26–6,Marvin Eastman,KO (punches),UFC 67,"February 3, 2007",2,3:49
Quinton Jackson(UFC Champion),Win,25–6,Matt Lindland,Decision (split),WFA: King of the Streets,"July 22, 2006",3,5:00
Quinton Jackson(UFC Champion),Win,24–6,Yoon Dong-Sik,Decision (unanimous),Pride 31 – Dreamers,"February 26, 2006",3,5:00
Quinton Jackson(UFC Champion),Win,23–6,Hirotaka Yokoi,TKO (soccer kick and stomp),Pride 30,"October 23, 2005",1,4:05
Quinton Jackson(UFC Champion),Loss,22–6,Maurício Rua,TKO (soccer kicks),Pride Total Elimination 2005,"April 23, 2005",1,4:47
Quinton Jackson(UFC Champion),Win,22–5,Murilo Rua,Decision (split),Pride 29,"February 20, 2005",3,5:00
Quinton Jackson(UFC Champion),Loss,21–5,Wanderlei Silva,KO (knees),Pride 28,"October 31, 2004",2,3:26
Quinton Jackson(UFC Champion),Win,21–4,Ricardo Arona,KO (slam),Pride Critical Countdown 2004,"June 20, 2004",1,7:32
Quinton Jackson(UFC Champion),Win,20–4,Ikuhisa Minowa,TKO (knee),Pride Shockwave 2003,"December 31, 2003",2,1:05
Quinton Jackson(UFC Champion),Loss,19–4,Wanderlei Silva,TKO (knees),Pride Final Conflict 2003,"November 9, 2003",1,6:28
Quinton Jackson(UFC Champion),Win,18–3,Murilo Bustamante,Decision (split),Pride Total Elimination 2003,"August 10, 2003",3,5:00
Quinton Jackson(UFC Champion),Win,17–3,Mikhail Ilyukhin,Submission (knee to the body),Pride 26,"June 8, 2003",1,6:26
Quinton Jackson(UFC Champion),Win,16–3,Kevin Randleman,KO (knee and punches),Pride 25,"March 16, 2003",1,6:58
Quinton Jackson(UFC Champion),Win,15–3,Igor Vovchanchyn,Submission (injury),Pride 22,"September 29, 2002",1,7:17
Quinton Jackson(UFC Champion),Win,14–3,Sean Gray,TKO (punches),KOTC 13 – Revolution,"May 17, 2002",3,0:37
Quinton Jackson(UFC Champion),Win,13–3,Masaaki Satake,TKO (slam),Pride 20,"April 28, 2002",1,7:07
Quinton Jackson(UFC Champion),Loss,12–3,Daijiro Matsui,DQ (knee to groin),Pride 18,"December 23, 2001",1,0:14
Quinton Jackson(UFC Champion),Win,12–2,Yuki Ishikawa,KO (punches),Pride 17,"November 3, 2001",1,1:52
Quinton Jackson(UFC Champion),Win,11–2,Alexander Otsuka,TKO (doctor stoppage),BattlArts: BattlArts vs. the World,"October 14, 2001",2,5:00
Quinton Jackson(UFC Champion),Loss,10–2,Kazushi Sakuraba,Submission (rear-naked choke),Pride 15,"July 29, 2001",1,5:41
Quinton Jackson(UFC Champion),Win,10–1,Kenneth Williams,Submission (rear-naked choke),Gladiator Challenge 4,"June 17, 2001",1,4:40
Quinton Jackson(UFC Champion),Win,9–1,Bryson Haubrick,Submission (punches),KOTC 8 – Bombs Away,"April 29, 2001",1,1:48
Quinton Jackson(UFC Champion),Win,8–1,Rocko Henderson,Submission (kimura),Gladiator Challenge 3,"April 7, 2001",2,1:15
Quinton Jackson(UFC Champion),Win,7–1,Dave Taylor,TKO (corner stoppage),Gladiator Challenge 2,"February 18, 2001",1,5:00
Quinton Jackson(UFC Champion),Win,6–1,Charlie West,Decision (unanimous),Gladiator Challenge 1,"December 9, 2000",3,5:00
Quinton Jackson(UFC Champion),Win,5–1,Rob Smith,Decision (unanimous),KOTC 6 – Road Warriors,"November 29, 2000",2,5:00
Quinton Jackson(UFC Champion),Win,4–1,Warren Owsley,Submission (armbar),Dangerzone: Night of the Beast,"October 28, 2000",1,6:04
Quinton Jackson(UFC Champion),Win,3–1,Ron Rumpf,TKO (punches),Continental Freefighting Alliance 2,"July 19, 2000",1,1:18
Quinton Jackson(UFC Champion),Loss,2–1,Marvin Eastman,Decision (unanimous),KOTC 4 – Gladiators,"June 24, 2000",2,5:00
Quinton Jackson(UFC Champion),Win,2–0,Marco Bermudaz,Submission (rear-naked choke),Huntington Beach Underground Pancrase,"May 13, 2000",1,7:17
Quinton Jackson(UFC Champion),Win,1–0,Mike Pyle,Decision (unanimous),ISCF: Memphis,"November 13, 1999",3,5:00
Dan Henderson(Pride Champion),Loss,32–15,Michael Bisping,Decision (unanimous),UFC 204,"October 8, 2016",5,5:00
Dan Henderson(Pride Champion),Win,32–14,Hector Lombard,KO (elbows),UFC 199,"June 4, 2016",2,1:27
Dan Henderson(Pride Champion),Loss,31–14,Vitor Belfort,KO (head kick and punches),UFC Fight Night: Belfort vs. Henderson 3,"November 7, 2015",1,2:07
Dan Henderson(Pride Champion),Win,31–13,Tim Boetsch,KO (punches),UFC Fight Night: Boetsch vs. Henderson,"June 6, 2015",1,0:28
Dan Henderson(Pride Champion),Loss,30–13,Gegard Mousasi,TKO (punches),UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",1,1:10
Dan Henderson(Pride Champion),Loss,30–12,Daniel Cormier,Technical Submission (rear-naked choke),UFC 173,"May 24, 2014",3,3:53
Dan Henderson(Pride Champion),Win,30–11,Maurício Rua,KO (punches),UFC Fight Night: Shogun vs. Henderson 2,"March 23, 2014",3,1:31
Dan Henderson(Pride Champion),Loss,29–11,Vitor Belfort,KO (head kick),UFC Fight Night: Belfort vs. Henderson,"November 9, 2013",1,1:17
Dan Henderson(Pride Champion),Loss,29–10,Rashad Evans,Decision (split),UFC 161,"June 15, 2013",3,5:00
Dan Henderson(Pride Champion),Loss,29–9,Lyoto Machida,Decision (split),UFC 157,"February 23, 2013",3,5:00
Dan Henderson(Pride Champion),Win,29–8,Maurício Rua,Decision (unanimous),UFC 139,"November 19, 2011",5,5:00
Dan Henderson(Pride Champion),Win,28–8,Fedor Emelianenko,TKO (punches),Strikeforce: Fedor vs. Henderson,"July 30, 2011",1,4:12
Dan Henderson(Pride Champion),Win,27–8,Rafael Cavalcante,TKO (punches),Strikeforce: Feijao vs. Henderson,"March 5, 2011",3,0:50
Dan Henderson(Pride Champion),Win,26–8,Renato Sobral,KO (punches),Strikeforce: St. Louis,"December 4, 2010",1,1:53
Dan Henderson(Pride Champion),Loss,25–8,Jake Shields,Decision (unanimous),Strikeforce: Nashville,"April 17, 2010",5,5:00
Dan Henderson(Pride Champion),Win,25–7,Michael Bisping,KO (Punch),UFC 100,"July 11, 2009",2,3:20
Dan Henderson(Pride Champion),Win,24–7,Rich Franklin,Decision (split),UFC 93,"January 17, 2009",3,5:00
Dan Henderson(Pride Champion),Win,23–7,Rousimar Palhares,Decision (unanimous),UFC 88,"September 6, 2008",3,5:00
Dan Henderson(Pride Champion),Loss,22–7,Anderson Silva,Submission (rear-naked choke),UFC 82,"March 1, 2008",2,4:52
Dan Henderson(Pride Champion),Loss,22–6,Quinton Jackson,Decision (unanimous),UFC 75,"September 8, 2007",5,5:00
Dan Henderson(Pride Champion),Win,22–5,Wanderlei Silva,KO (punch),Pride 33,"February 24, 2007",3,2:08
Dan Henderson(Pride Champion),Win,21–5,Vitor Belfort,Decision (unanimous),Pride 32 – The Real Deal,"October 21, 2006",3,5:00
Dan Henderson(Pride Champion),Loss,20–5,Kazuo Misaki,Decision (unanimous),Pride – Bushido 12,"August 26, 2006",2,5:00
Dan Henderson(Pride Champion),Win,20–4,Kazuo Misaki,Decision (unanimous),Pride – Bushido 10,"April 2, 2006",2,5:00
Dan Henderson(Pride Champion),Win,19–4,Murilo Bustamante,Decision (split),Pride Shockwave 2005,"December 31, 2005",2,5:00
Dan Henderson(Pride Champion),Win,18–4,Akihiro Gono,KO (punches),Pride Bushido 9,"September 25, 2005",1,7:58
Dan Henderson(Pride Champion),Win,17–4,Ryo Chonan,TKO (punches),Pride Bushido 9,"September 25, 2005",1,0:22
Dan Henderson(Pride Champion),Loss,16–4,Antônio Rogério Nogueira,Submission (armbar),Pride Total Elimination 2005,"April 23, 2005",1,8:05
Dan Henderson(Pride Champion),Win,16–3,Yuki Kondo,Decision (split),Pride Shockwave 2004,"December 31, 2004",3,5:00
Dan Henderson(Pride Champion),Win,15–3,Kazuhiro Nakamura,TKO (shoulder injury),Pride 28,"October 31, 2004",1,1:15
Dan Henderson(Pride Champion),Win,14–3,Murilo Bustamante,TKO (punches),Pride Final Conflict 2003,"November 9, 2003",1,0:53
Dan Henderson(Pride Champion),Win,13–3,Shungo Oyama,TKO (punches),Pride 25,"March 16, 2003",1,3:28
Dan Henderson(Pride Champion),Loss,12–3,Antônio Rodrigo Nogueira,Submission (armbar),Pride 24,"December 23, 2002",3,1:49
Dan Henderson(Pride Champion),Loss,12–2,Ricardo Arona,Decision (split),Pride 20,"April 28, 2002",3,5:00
Dan Henderson(Pride Champion),Win,12–1,Murilo Rua,Decision (split),Pride 17,"November 3, 2001",3,5:00
Dan Henderson(Pride Champion),Win,11–1,Akira Shoji,TKO (punches and knees),Pride 14 – Clash of the Titans,"May 27, 2001",3,3:18
Dan Henderson(Pride Champion),Win,10–1,Renzo Gracie,KO (punch),Pride 13 – Collision Course,"March 25, 2001",1,1:40
Dan Henderson(Pride Champion),Loss,9–1,Wanderlei Silva,Decision (unanimous),Pride 12 – Cold Fury,"December 23, 2000",2,10:00
Dan Henderson(Pride Champion),Win,9–0,Renato Sobral,Decision (majority),Rings: King of Kings 1999 Final,"February 26, 2000",2,5:00
Dan Henderson(Pride Champion),Win,8–0,Antônio Rodrigo Nogueira,Decision (split),Rings: King of Kings 1999 Final,"February 26, 2000",3,5:00
Dan Henderson(Pride Champion),Win,7–0,Gilbert Yvel,Decision (unanimous),Rings: King of Kings 1999 Final,"February 26, 2000",2,5:00
Dan Henderson(Pride Champion),Win,6–0,Hiromitsu Kanehara,Decision (majority),Rings: King of Kings 1999 Block A,"October 28, 1999",2,5:00
Dan Henderson(Pride Champion),Win,5–0,Bakouri Gogitidze,Submission (knee to the body),Rings: King of Kings 1999 Block A,"October 28, 1999",1,2:17
Dan Henderson(Pride Champion),Win,4–0,Carlos Newton,Decision (split),UFC 17,"May 15, 1998",1,15:00
Dan Henderson(Pride Champion),Win,3–0,Allan Goes,Decision (unanimous),UFC 17,"May 15, 1998",1,15:00
Dan Henderson(Pride Champion),Win,2–0,Eric Smith,Technical Submission (standing guillotine choke),Brazil Open '97,"June 15, 1997",1,0:30
Dan Henderson(Pride Champion),Win,1–0,Crezio de Souza,TKO (punches),Brazil Open '97,"June 15, 1997",1,5:24
Sam Hoger,Win,10–4,Jody Poff,Submission (armbar),FNMMA – Fight Night MMA,"June 5, 2010",1,0:50
Sam Hoger,Win,9–4,Patrick Miller,TKO (punches),WG – Worldwide Gladiator,"April 9, 2010",1,0:27
Sam Hoger,Win,8–4,Johnathan Ivey,Submission (kimura),URC – Urban Rumble Championship,"January 24, 2009",3,0:35
Sam Hoger,Win,7–4,Jason Dolloff,TKO (punches),World Championship Fighting – World Championship Fighting 4,"September 19, 2008",1,0:17
Sam Hoger,Loss,6–4,Vernon White,Submission (rear-naked choke),International Fight League – Moline,"April 7, 2007",2,3:25
Sam Hoger,Loss,6–3,Lyoto Machida,Decision (unanimous),UFC 67,"February 3, 2007",3,5:00
Sam Hoger,Loss,6–2,Rashad Evans,Decision (split),UFC Fight Night 4,"April 6, 2006",3,5:00
Sam Hoger,Win,6–1,Jeff Newton,Submission (rear-naked choke),UFC 56,"November 19, 2005",2,2:05
Sam Hoger,Loss,5–1,Stephan Bonnar,Decision (unanimous),UFC Ultimate Fight Night,"August 6, 2005",3,5:00
